age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
17,management,married,secondary,no,2692,yes,no,cellular,1,may,525,0,249,1,failure,yes
9,services,single,tertiary,no,3,yes,no,unknown,19,may,-37,13,-8,0,unknown,no
20,management,single,tertiary,no,8740,yes,no,unknown,9,nov,408,0,68,2,failure,no
19,management,single,tertiary,no,146,no,no,cellular,5,aug,29,0,-8,0,unknown,no
31,blue-collar,married,secondary,no,571,yes,no,cellular,6,may,224,0,-8,0,unknown,no
16,technician,married,tertiary,no,28,yes,no,cellular,6,may,104,1,-8,0,unknown,no
16,technician,single,tertiary,no,1389,yes,no,cellular,12,nov,-41,2,-8,0,unknown,no
17,management,single,tertiary,no,386,yes,no,unknown,2,may,29,0,-8,0,unknown,no
33,blue-collar,married,primary,no,-160,no,no,telephone,-1,feb,-5,1,-3,1,other,no
11,blue-collar,married,primary,no,-269,yes,no,unknown,12,may,269,0,-8,0,unknown,no
16,entrepreneur,single,primary,yes,-908,yes,yes,cellular,0,feb,103,0,-8,0,unknown,no
38,admin.,married,unknown,no,3214,yes,no,cellular,17,jan,86,0,61,0,success,yes
26,blue-collar,divorced,primary,no,365,no,no,unknown,0,jun,716,1,-8,0,unknown,yes
20,technician,single,secondary,no,-97,yes,no,cellular,12,aug,1259,0,-8,0,unknown,no
20,technician,single,secondary,no,-231,no,no,cellular,18,aug,23,0,-8,0,unknown,no
17,technician,married,tertiary,no,888,yes,no,cellular,8,jun,281,0,34,0,other,yes
32,blue-collar,married,secondary,no,1409,yes,no,cellular,7,jul,154,1,-8,0,unknown,no
28,admin.,married,secondary,no,2036,yes,no,telephone,8,jul,69,0,-8,0,unknown,no
35,management,married,secondary,no,-207,no,yes,telephone,0,feb,55,0,-8,0,unknown,no
17,self-employed,single,tertiary,no,1352,no,no,cellular,9,nov,172,0,-8,0,unknown,no
19,retired,single,secondary,no,-193,yes,yes,unknown,16,may,186,0,-8,0,unknown,no
32,technician,divorced,secondary,no,320,yes,yes,unknown,8,may,385,0,-8,0,unknown,no
23,blue-collar,married,primary,no,-657,no,yes,telephone,3,jul,367,1,-8,0,unknown,no
39,retired,married,secondary,no,42,yes,no,cellular,2,oct,193,0,-8,0,unknown,no
28,management,married,tertiary,no,4161,no,no,cellular,6,aug,120,0,-8,0,unknown,no
28,services,married,secondary,no,750,no,no,cellular,0,jul,50,0,-8,0,unknown,no
34,admin.,married,secondary,no,12430,no,no,cellular,2,oct,117,0,-8,0,unknown,no
30,blue-collar,divorced,secondary,no,-116,yes,no,cellular,3,may,50,0,120,3,failure,no
15,services,married,secondary,no,-14,yes,no,cellular,18,jan,66,0,-8,0,unknown,no
14,technician,married,secondary,no,64,yes,no,cellular,12,jul,47,2,-8,0,unknown,no
23,management,married,secondary,no,-269,no,yes,cellular,2,jul,424,1,-8,0,unknown,no
16,technician,single,tertiary,no,1,no,no,cellular,11,nov,73,0,-8,0,unknown,no
20,management,married,tertiary,no,-269,no,no,cellular,9,jul,151,0,129,2,success,yes
23,entrepreneur,divorced,tertiary,yes,-267,yes,no,unknown,0,may,236,0,-8,0,unknown,no
15,management,single,tertiary,no,4433,yes,no,unknown,3,may,65,0,-8,0,unknown,no
23,services,married,tertiary,no,40,yes,no,unknown,0,jun,65,3,-8,0,unknown,no
34,retired,married,secondary,no,-10,yes,no,unknown,8,may,116,0,-8,0,unknown,no
32,management,divorced,tertiary,no,2155,no,no,cellular,7,aug,0,0,-8,0,unknown,no
23,blue-collar,divorced,secondary,no,-138,yes,no,cellular,7,may,226,0,216,0,other,no
22,technician,single,secondary,no,175,no,yes,cellular,7,aug,15,3,-8,0,unknown,no
29,blue-collar,divorced,primary,no,22,no,no,cellular,0,feb,477,0,-8,0,unknown,no
22,unemployed,married,secondary,no,-104,yes,no,cellular,9,nov,103,0,139,0,failure,no
12,admin.,divorced,secondary,no,70,yes,no,cellular,9,jul,440,0,-8,0,unknown,yes
37,retired,married,primary,no,-265,no,no,cellular,16,aug,-2,0,-8,0,unknown,no
13,admin.,single,secondary,no,-136,yes,yes,cellular,1,may,62,0,-8,0,unknown,no
31,services,married,secondary,no,225,no,no,telephone,2,jul,249,0,338,1,failure,yes
20,management,married,tertiary,no,720,no,no,cellular,19,jun,118,0,-8,0,unknown,yes
30,blue-collar,married,primary,no,834,yes,no,unknown,2,may,255,0,-8,0,unknown,no
23,technician,single,secondary,no,392,no,yes,cellular,2,jul,-4,2,-8,0,unknown,no
18,blue-collar,single,primary,no,-48,yes,no,unknown,19,may,342,0,-8,0,unknown,no
20,admin.,married,secondary,no,49,yes,no,cellular,9,apr,160,0,-8,0,unknown,no
17,blue-collar,married,secondary,no,1108,yes,no,unknown,12,may,102,0,-8,0,unknown,no
21,blue-collar,married,primary,no,-185,no,no,cellular,10,nov,101,0,-8,0,unknown,no
17,blue-collar,married,primary,no,73,yes,no,unknown,12,jun,230,1,-8,0,unknown,no
12,services,single,secondary,no,-416,yes,no,cellular,10,may,244,0,-8,0,unknown,yes
16,management,single,tertiary,no,2452,no,no,cellular,7,aug,74,0,-8,0,unknown,no
35,blue-collar,married,secondary,no,10338,no,no,cellular,5,aug,123,3,-8,0,unknown,no
23,unknown,single,tertiary,no,910,no,no,cellular,-2,jul,169,0,-8,0,unknown,no
23,admin.,married,tertiary,no,3814,yes,no,unknown,7,may,62,0,-8,0,unknown,no
14,admin.,single,tertiary,no,-72,no,no,cellular,11,oct,125,0,95,14,failure,no
19,blue-collar,divorced,secondary,no,1870,no,no,cellular,6,feb,306,0,129,0,success,no
15,unemployed,single,primary,no,36,no,no,cellular,0,feb,503,0,-8,0,unknown,yes
19,blue-collar,married,secondary,no,-269,yes,no,unknown,1,may,203,0,-8,0,unknown,no
20,management,single,tertiary,no,101,yes,no,cellular,5,may,366,0,268,5,failure,no
29,technician,married,secondary,no,4243,no,no,telephone,12,nov,209,0,-8,0,unknown,no
35,services,single,primary,no,2573,yes,no,telephone,6,may,-1,0,-8,0,unknown,no
17,management,single,secondary,no,125,no,no,unknown,6,aug,-43,0,-8,0,unknown,no
16,management,single,tertiary,no,162,yes,no,cellular,7,apr,144,0,101,2,failure,no
20,blue-collar,married,secondary,no,52,yes,yes,unknown,3,jun,229,1,-8,0,unknown,no
17,self-employed,married,tertiary,no,94,yes,no,cellular,0,feb,160,0,-8,0,unknown,no
34,unemployed,married,primary,no,2282,no,no,cellular,12,apr,132,0,-8,0,unknown,yes
12,housemaid,married,primary,no,-269,yes,no,cellular,14,jul,277,1,-8,0,unknown,no
8,student,single,secondary,no,1603,no,no,cellular,19,jun,144,3,119,2,success,yes
35,management,married,tertiary,no,872,yes,no,telephone,18,jul,-44,3,-8,0,unknown,no
16,self-employed,married,secondary,no,-106,yes,yes,cellular,8,jul,188,3,-8,0,unknown,no
17,blue-collar,single,secondary,no,-252,no,no,cellular,19,jan,7,0,148,0,failure,no
11,student,single,secondary,no,-20,no,no,telephone,16,aug,77,2,-8,0,unknown,yes
11,technician,single,secondary,no,110,no,yes,cellular,9,nov,240,0,-8,0,unknown,yes
14,services,married,secondary,no,1091,yes,no,cellular,10,may,12,0,-8,0,unknown,no
8,admin.,single,secondary,no,2824,no,yes,cellular,11,aug,-1,0,-8,0,unknown,no
21,blue-collar,married,primary,no,-230,no,no,cellular,6,aug,1,0,-8,0,unknown,no
26,management,divorced,tertiary,no,-250,no,no,unknown,9,jun,374,0,-8,0,unknown,no
15,admin.,divorced,secondary,no,1153,yes,no,cellular,12,jul,392,0,-8,0,unknown,no
26,blue-collar,married,primary,no,45,no,no,cellular,10,aug,35,2,-8,0,unknown,no
16,technician,married,secondary,no,1757,yes,no,unknown,12,may,-37,0,-8,0,unknown,no
19,blue-collar,married,secondary,no,-443,no,yes,cellular,8,jul,536,0,-8,0,unknown,no
30,management,single,tertiary,yes,-310,yes,no,cellular,5,may,161,0,192,4,failure,no
17,self-employed,single,tertiary,no,78,no,no,cellular,12,aug,1362,1,-8,0,unknown,yes
10,unemployed,single,secondary,no,-179,no,no,unknown,8,sep,-11,0,-8,0,unknown,no
26,technician,single,secondary,no,171,no,yes,cellular,18,jul,-25,1,-8,0,unknown,no
16,blue-collar,single,secondary,no,-97,no,no,telephone,0,feb,82,0,209,2,failure,no
50,retired,divorced,tertiary,no,3237,no,no,cellular,7,apr,71,0,-8,0,unknown,yes
23,blue-collar,married,primary,no,-142,yes,no,cellular,10,nov,90,1,-8,0,unknown,no
20,blue-collar,married,primary,no,-269,yes,no,unknown,16,may,-31,0,-8,0,unknown,no
24,blue-collar,married,unknown,yes,-807,yes,no,unknown,19,may,0,1,-8,0,unknown,no
28,admin.,married,unknown,no,-269,yes,no,cellular,3,may,13,0,118,1,failure,no
12,technician,single,secondary,no,309,yes,no,unknown,3,may,188,0,-8,0,unknown,no
17,management,single,tertiary,no,-269,no,no,cellular,18,aug,127,6,-8,0,unknown,no
14,admin.,single,secondary,no,52,yes,yes,cellular,2,may,-9,0,252,1,failure,no
17,management,single,tertiary,no,-269,no,no,cellular,0,feb,3,0,-8,0,unknown,no
31,management,married,tertiary,no,-999,yes,no,cellular,0,feb,318,0,-8,0,unknown,yes
37,management,married,unknown,no,4482,no,no,unknown,11,jun,-20,0,-8,0,unknown,no
16,management,divorced,tertiary,no,444,no,no,cellular,6,aug,103,0,-8,0,unknown,no
16,management,single,tertiary,no,-269,yes,no,cellular,13,jul,292,0,-8,0,unknown,no
34,services,divorced,unknown,no,1143,yes,no,unknown,19,may,14,0,-8,0,unknown,no
15,management,single,tertiary,no,388,yes,no,cellular,10,nov,93,0,-8,0,unknown,no
23,admin.,married,secondary,no,-26,yes,yes,unknown,3,may,160,0,-8,0,unknown,no
18,management,married,tertiary,no,-189,no,yes,cellular,5,aug,392,0,-8,0,unknown,no
34,retired,married,primary,no,1165,no,yes,unknown,11,jun,-16,6,-8,0,unknown,no
28,technician,married,secondary,no,597,yes,no,cellular,12,jul,76,3,-8,0,unknown,no
26,admin.,married,secondary,no,-134,yes,no,cellular,18,jan,96,2,320,0,other,no
20,technician,single,unknown,no,24,yes,no,unknown,3,may,27,1,-8,0,unknown,no
23,entrepreneur,married,unknown,no,-202,yes,no,unknown,1,may,200,0,-8,0,unknown,no
19,management,single,tertiary,no,63,yes,yes,cellular,18,jul,26,1,-8,0,unknown,no
26,unemployed,divorced,primary,yes,-456,yes,yes,unknown,-2,jul,19,0,-8,0,unknown,no
33,entrepreneur,married,secondary,no,5830,no,no,cellular,1,feb,110,0,-8,0,unknown,no
21,technician,married,secondary,no,107,no,no,unknown,16,may,167,0,-8,0,unknown,no
18,technician,divorced,secondary,no,-37,no,no,cellular,13,aug,7,0,-8,0,unknown,no
33,admin.,married,secondary,no,183,no,no,cellular,-2,jun,193,1,60,1,success,yes
33,technician,married,secondary,no,-63,yes,no,cellular,18,jan,13,1,130,2,failure,no
12,self-employed,single,secondary,no,-231,no,no,cellular,18,jan,76,0,-8,0,unknown,no
17,technician,married,secondary,no,965,yes,no,cellular,9,apr,236,0,-8,0,unknown,no
17,blue-collar,married,tertiary,no,-254,no,no,unknown,0,oct,-42,0,-8,0,unknown,no
11,admin.,single,secondary,no,3185,yes,no,unknown,18,may,99,0,-8,0,unknown,no
23,admin.,single,secondary,no,-462,no,yes,unknown,3,may,-23,1,-8,0,unknown,no
24,services,married,secondary,no,466,yes,yes,unknown,16,may,11,0,-8,0,unknown,no
13,management,single,tertiary,no,-209,no,no,cellular,12,oct,458,0,102,1,failure,yes
15,admin.,single,secondary,no,1314,yes,no,unknown,0,jun,292,0,-8,0,unknown,no
50,housemaid,married,secondary,no,106,no,no,telephone,9,mar,10,2,-8,0,unknown,no
26,blue-collar,divorced,secondary,no,685,yes,no,cellular,18,jan,363,0,-8,0,unknown,no
28,technician,married,tertiary,no,-36,no,no,unknown,1,may,51,0,-8,0,unknown,no
16,blue-collar,single,secondary,no,590,yes,yes,cellular,4,jul,260,0,-8,0,unknown,no
23,technician,married,secondary,no,1973,no,no,unknown,12,jun,26,1,-8,0,unknown,no
20,management,single,tertiary,no,-241,no,no,cellular,18,jan,140,0,-8,0,unknown,no
22,admin.,single,secondary,no,78,yes,yes,cellular,1,apr,154,0,244,2,other,no
16,admin.,married,secondary,no,506,yes,no,cellular,9,jul,13,0,-8,0,unknown,no
23,management,married,tertiary,no,6511,no,no,cellular,12,nov,51,0,-8,0,unknown,no
24,admin.,married,secondary,no,-619,yes,yes,cellular,14,jul,74,0,-8,0,unknown,no
25,admin.,married,secondary,no,3630,yes,yes,cellular,20,jul,-36,4,-8,0,unknown,no
20,admin.,married,secondary,no,-136,yes,no,cellular,0,may,60,0,253,0,failure,no
20,unknown,married,unknown,no,1009,no,no,unknown,3,jun,-2,0,-8,0,unknown,no
20,admin.,married,tertiary,no,-269,yes,no,cellular,9,nov,-1,0,82,0,failure,no
13,technician,single,tertiary,no,-139,yes,yes,cellular,-1,feb,96,0,-8,0,unknown,no
16,services,single,secondary,no,-269,no,yes,cellular,5,jul,200,0,-8,0,unknown,no
17,admin.,single,secondary,no,4983,yes,no,cellular,8,may,-39,3,-8,0,unknown,no
22,admin.,divorced,secondary,no,-264,no,no,unknown,5,jun,55,0,-8,0,unknown,no
17,services,married,secondary,no,-316,yes,no,unknown,9,jun,32,1,-8,0,unknown,no
17,self-employed,married,tertiary,no,1214,yes,no,cellular,14,jul,-4,0,-8,0,unknown,no
17,admin.,married,tertiary,no,407,yes,no,telephone,11,nov,233,1,-2,2,success,no
20,services,single,secondary,no,-253,yes,no,cellular,-1,feb,22,0,196,1,other,no
19,technician,married,secondary,no,-252,yes,no,cellular,3,may,64,0,253,0,failure,no
34,retired,married,secondary,no,-1177,yes,no,cellular,8,jun,237,0,-8,0,unknown,yes
29,blue-collar,married,primary,no,-269,yes,yes,telephone,14,jul,23,3,-8,0,unknown,no
17,self-employed,married,secondary,no,-107,yes,no,cellular,18,jul,358,8,-8,0,unknown,no
14,management,single,tertiary,no,763,no,no,cellular,12,nov,130,0,-8,0,unknown,no
19,services,married,secondary,no,1221,no,no,unknown,9,jun,-13,0,-8,0,unknown,no
9,student,single,secondary,no,6667,no,no,cellular,0,jun,304,0,-8,0,unknown,no
35,retired,divorced,secondary,no,-240,yes,no,cellular,19,jul,216,1,-8,0,unknown,no
12,blue-collar,single,secondary,no,3917,yes,no,unknown,19,may,277,0,-8,0,unknown,no
20,services,married,secondary,no,-268,no,yes,cellular,12,nov,64,0,-8,0,unknown,no
23,technician,married,tertiary,no,319,no,no,cellular,0,apr,164,0,-8,0,unknown,no
48,retired,married,secondary,no,2568,no,no,telephone,8,apr,89,0,128,1,success,yes
17,technician,single,tertiary,no,477,yes,no,cellular,0,may,176,0,58,1,success,no
28,technician,married,secondary,no,879,no,no,cellular,1,aug,155,0,-8,0,unknown,no
18,technician,single,tertiary,no,1731,yes,no,cellular,11,aug,528,0,98,2,failure,yes
21,management,divorced,tertiary,no,720,yes,no,cellular,11,nov,956,2,87,0,failure,no
14,blue-collar,single,tertiary,no,73,no,no,telephone,12,apr,253,0,-8,0,unknown,yes
26,technician,single,tertiary,no,-269,yes,no,cellular,10,nov,54,0,-8,0,unknown,no
23,technician,married,secondary,no,1258,yes,yes,cellular,3,jul,97,0,-8,0,unknown,no
14,technician,married,secondary,no,934,yes,no,cellular,3,jul,36,0,38,0,failure,no
20,services,single,secondary,no,-416,yes,no,cellular,-1,feb,-4,0,196,0,failure,no
34,retired,married,secondary,no,733,no,no,cellular,18,aug,-37,10,-8,0,unknown,no
19,technician,single,secondary,no,6616,yes,no,cellular,6,aug,56,1,-8,0,unknown,no
11,blue-collar,single,secondary,no,-532,yes,no,unknown,14,jun,21,1,-8,0,unknown,no
20,technician,married,tertiary,no,55,yes,no,cellular,8,may,-42,0,273,0,other,no
35,self-employed,married,secondary,no,8381,no,no,cellular,11,nov,99,0,-8,0,unknown,no
15,management,married,tertiary,yes,-459,no,no,cellular,6,aug,115,2,-8,0,unknown,no
23,management,married,tertiary,no,10,yes,no,cellular,0,aug,442,0,-8,0,unknown,yes
26,technician,married,secondary,no,791,no,no,cellular,5,aug,3,0,-8,0,unknown,no
14,blue-collar,married,secondary,no,464,yes,no,cellular,6,may,142,0,256,1,failure,no
29,blue-collar,married,primary,no,-39,yes,yes,telephone,4,jul,577,6,-8,0,unknown,no
29,services,married,secondary,no,31,no,no,cellular,12,aug,63,1,-8,0,unknown,no
32,retired,married,tertiary,no,-285,yes,no,cellular,20,jul,-34,1,-8,0,unknown,no
20,technician,married,secondary,no,2763,yes,no,unknown,16,may,83,3,-8,0,unknown,no
29,blue-collar,married,primary,no,5,no,no,unknown,16,may,-5,0,-8,0,unknown,no
23,self-employed,married,primary,no,-115,no,no,cellular,6,aug,33,4,-8,0,unknown,no
32,management,married,primary,no,1003,yes,no,cellular,12,nov,90,0,-8,0,unknown,no
16,services,single,secondary,no,36,yes,no,unknown,1,may,120,0,-8,0,unknown,no
17,technician,married,secondary,no,-422,no,no,cellular,8,may,173,1,-8,0,unknown,no
17,technician,married,secondary,no,0,yes,no,cellular,12,apr,108,0,174,0,other,no
19,blue-collar,married,primary,no,-176,yes,no,cellular,10,may,-43,0,-8,0,unknown,no
18,technician,married,tertiary,no,-269,yes,yes,cellular,14,sep,34,0,39,4,other,no
31,unknown,married,secondary,no,-162,no,no,cellular,15,aug,34,3,-8,0,unknown,no
22,entrepreneur,married,tertiary,no,2418,no,no,unknown,3,jun,117,1,-8,0,unknown,no
25,technician,single,secondary,no,-244,yes,no,cellular,6,may,96,1,256,7,failure,no
26,blue-collar,single,secondary,no,-269,yes,no,cellular,16,jul,528,0,60,3,success,no
14,student,single,secondary,no,2060,no,no,cellular,16,jan,42,0,-8,0,unknown,no
28,technician,divorced,secondary,yes,-254,no,no,cellular,17,aug,59,1,-8,0,unknown,no
17,blue-collar,married,secondary,no,2422,yes,no,cellular,-1,apr,43,0,224,1,other,no
35,technician,married,unknown,no,-114,yes,no,unknown,0,may,112,1,-8,0,unknown,no
35,housemaid,married,primary,no,5061,no,no,unknown,1,jun,1,1,-8,0,unknown,no
30,unemployed,married,tertiary,no,960,yes,no,cellular,13,jul,76,2,-8,0,unknown,no
17,admin.,single,secondary,no,-268,yes,no,cellular,13,jul,313,4,-8,0,unknown,no
29,self-employed,married,tertiary,no,2750,no,no,cellular,11,nov,469,1,-8,0,unknown,no
25,management,married,tertiary,no,2562,no,no,cellular,18,aug,44,8,-8,0,unknown,no
12,admin.,married,secondary,no,-455,yes,yes,unknown,0,jun,208,0,-8,0,unknown,no
29,blue-collar,married,secondary,no,186,yes,no,unknown,7,may,456,0,-8,0,unknown,no
19,management,married,tertiary,no,-269,yes,no,cellular,18,jan,-4,0,180,0,other,no
23,management,married,secondary,no,-411,yes,no,unknown,6,may,135,0,-8,0,unknown,no
16,unemployed,single,secondary,no,-269,no,no,cellular,17,may,42,0,-8,0,unknown,no
23,management,married,tertiary,no,94,yes,no,cellular,5,jul,58,0,-8,0,unknown,no
24,technician,married,secondary,no,-269,no,yes,cellular,3,may,-43,0,121,3,failure,no
15,management,married,tertiary,no,27,yes,no,cellular,3,feb,66,1,-8,0,unknown,no
16,management,married,tertiary,no,1498,no,no,cellular,7,aug,50,3,-8,0,unknown,no
33,blue-collar,divorced,primary,no,39,no,yes,cellular,5,jul,116,0,-8,0,unknown,no
35,retired,married,primary,no,2290,yes,no,cellular,0,feb,13,1,191,1,failure,no
26,blue-collar,married,primary,no,-102,no,no,cellular,3,aug,3,0,-8,0,unknown,no
33,blue-collar,married,secondary,no,475,yes,yes,unknown,14,may,135,2,-8,0,unknown,no
17,management,married,tertiary,no,42,no,yes,cellular,14,jul,221,0,-8,0,unknown,no
13,unemployed,single,secondary,no,-257,no,no,cellular,6,aug,39,2,-8,0,unknown,no
23,technician,divorced,tertiary,no,5142,yes,no,cellular,18,jul,232,0,-8,0,unknown,no
14,blue-collar,single,secondary,no,93,no,yes,cellular,4,jul,775,1,-8,0,unknown,yes
32,housemaid,married,secondary,no,-112,yes,yes,cellular,15,jul,23,0,-8,0,unknown,no
16,technician,single,secondary,no,-269,no,no,cellular,16,aug,86,0,-8,0,unknown,no
21,technician,single,tertiary,no,4098,no,no,cellular,-1,feb,12,1,-8,0,unknown,no
32,entrepreneur,married,tertiary,no,200,no,yes,cellular,12,jul,85,2,-8,0,unknown,no
35,technician,married,tertiary,no,395,no,no,cellular,10,aug,358,0,51,1,failure,no
22,self-employed,married,secondary,no,871,yes,yes,unknown,14,may,230,0,-8,0,unknown,no
14,student,single,secondary,no,386,yes,no,unknown,2,may,123,0,-8,0,unknown,no
17,technician,married,tertiary,no,-1013,yes,yes,cellular,8,jul,12,1,-8,0,unknown,no
20,admin.,single,secondary,no,409,yes,no,telephone,20,jul,-6,9,-8,0,unknown,no
34,services,divorced,secondary,no,488,no,no,cellular,18,jul,16,3,-8,0,unknown,no
22,services,married,secondary,no,-269,yes,no,cellular,-1,jun,173,0,13,2,failure,no
10,blue-collar,single,secondary,no,-138,yes,yes,cellular,10,may,316,0,-8,0,unknown,yes
26,management,married,secondary,no,8902,no,no,unknown,12,jun,-28,1,-8,0,unknown,no
18,self-employed,married,secondary,no,125,yes,no,cellular,12,nov,314,2,-8,0,unknown,no
18,blue-collar,single,tertiary,no,-269,yes,no,cellular,12,jul,147,2,-8,0,unknown,no
17,technician,married,secondary,no,-266,yes,no,unknown,8,may,434,0,-8,0,unknown,no
18,housemaid,married,tertiary,no,8174,no,no,cellular,6,aug,476,0,51,0,failure,no
20,technician,single,tertiary,no,-269,no,no,cellular,18,aug,135,0,-8,0,unknown,no
29,blue-collar,married,primary,no,4078,no,no,cellular,10,nov,-13,1,-8,0,unknown,no
30,blue-collar,divorced,primary,no,-241,yes,no,cellular,6,may,206,0,-8,0,unknown,no
36,self-employed,married,tertiary,no,176,no,no,unknown,6,may,-1,0,-8,0,unknown,no
16,blue-collar,married,secondary,no,594,yes,no,cellular,12,apr,41,0,-8,0,unknown,no
20,blue-collar,single,secondary,no,2410,yes,no,unknown,-1,jun,23,0,-8,0,unknown,no
23,admin.,divorced,secondary,no,-221,no,no,unknown,9,may,16,3,-8,0,unknown,no
22,student,married,secondary,no,-73,no,no,unknown,12,jun,98,3,-8,0,unknown,no
13,technician,single,tertiary,no,1438,yes,no,unknown,3,may,199,0,-8,0,unknown,no
27,admin.,married,secondary,no,528,yes,no,unknown,1,jun,12,1,-8,0,unknown,no
12,self-employed,married,secondary,no,-434,yes,no,unknown,16,may,53,0,-8,0,unknown,no
23,management,married,tertiary,no,-232,yes,no,cellular,9,jul,184,3,-8,0,unknown,no
17,admin.,married,tertiary,no,-217,no,yes,cellular,0,aug,40,1,-6,4,success,yes
29,blue-collar,married,primary,no,2822,yes,no,cellular,2,aug,345,0,-8,0,unknown,yes
27,blue-collar,married,secondary,no,91,yes,no,unknown,18,may,108,0,-8,0,unknown,no
32,services,married,secondary,no,3489,no,no,cellular,10,aug,-3,3,-8,0,unknown,no
32,technician,divorced,secondary,no,-269,yes,yes,cellular,8,jul,51,3,-8,0,unknown,no
27,management,married,tertiary,no,2501,no,no,cellular,7,aug,26,0,-8,0,unknown,no
29,entrepreneur,divorced,unknown,yes,-797,yes,no,cellular,19,jul,693,0,-8,0,unknown,yes
14,management,married,tertiary,no,70,no,no,cellular,18,jan,289,0,-8,0,unknown,no
26,blue-collar,divorced,primary,no,-503,yes,no,unknown,14,may,725,0,-8,0,unknown,yes
20,entrepreneur,married,secondary,no,176,yes,yes,cellular,15,jul,1066,17,-8,0,unknown,yes
16,blue-collar,married,secondary,no,301,yes,no,cellular,3,apr,188,3,-8,0,unknown,yes
44,retired,divorced,primary,no,3141,no,no,cellular,10,may,284,0,-8,0,unknown,no
41,retired,divorced,primary,no,1115,no,no,cellular,-2,jun,238,0,133,3,failure,no
34,blue-collar,married,secondary,no,-9,yes,no,telephone,13,jul,405,0,-8,0,unknown,no
18,blue-collar,married,secondary,no,699,yes,no,cellular,7,jul,198,0,-8,0,unknown,no
34,management,married,unknown,no,-3,no,yes,cellular,15,jul,78,0,-8,0,unknown,no
34,technician,married,secondary,no,-115,no,yes,cellular,14,jul,282,0,-8,0,unknown,no
29,entrepreneur,married,secondary,no,247,yes,no,cellular,9,apr,531,0,-8,0,unknown,yes
